Date,Cnc_Program_Name_RT,Cnc_Tool_Number_RT,System_IOLINK_CounterweightPressure,Axis_FeedRate_actual,Axis_Y_positionActualMCS_mm_d10000,System_IOLINK_HydraulicPressure,Axis_Y_power_percent,System_isHydraulicsOn,Axis_Z_positionActualMCS_mm_d10000,Axis_Z_power_percent,Cnc_Override_Axis
2020-05-17T07:05:00.705Z,contrapeso_1000.H,0,182,3000,7872995,150,12,1,7383291,0,100
2020-05-17T07:05:01.705Z,contrapeso_1000.H,0,182,3000,7872995,155,13,1,6868760,0,100
2020-05-17T07:05:02.705Z,contrapeso_1000.H,0,183,3000,7872995,160,13,1,6354270,0,100
2020-05-17T07:05:03.705Z,contrapeso_1000.H,0,184,3000,7872995,165,15,1,5839779,0,100
2020-05-17T07:05:04.705Z,contrapeso_1000.H,0,185,3000,7872995,169,15,1,5325302,0,100
2020-05-17T07:05:05.705Z,contrapeso_1000.H,0,186,3000,7872995,168,16,1,4810784,0,100
2020-05-17T07:05:06.705Z,contrapeso_1000.H,0,187,3000,7872995,167,16,1,4296299,0,100
2020-05-17T07:05:07.705Z,contrapeso_1000.H,0,188,3000,7872995,165,17,1,3781793,0,100
2020-05-17T07:05:08.705Z,contrapeso_1000.H,0,188,2959,7872995,164,17,1,3378927,0,100
2020-05-17T07:05:09.705Z,contrapeso_1000.H,0,188,0,7872994,163,15,1,3378922,0,100
2020-05-17T07:05:10.705Z,contrapeso_1000.H,0,188,3000,7872993,162,31,1,3829052,0,100
2020-05-17T07:05:11.705Z,contrapeso_1000.H,0,187,3000,7872995,160,5,1,3829052,0,100
2020-05-17T07:05:12.705Z,contrapeso_1000.H,0,186,3000,7872995,159,5,1,4343567,0,100
2020-05-17T07:05:13.705Z,contrapeso_1000.H,0,185,3000,7872997,158,6,1,4858077,0,100
2020-05-17T07:05:14.705Z,contrapeso_1000.H,0,184,3000,7872996,157,7,1,5372554,0,100
2020-05-17T07:05:15.724Z,contrapeso_1000.H,0,183,3000,7872996,156,7,1,5887074,0,100
2020-05-17T07:05:16.724Z,contrapeso_1000.H,0,182,3000,7872996,155,8,1,6401580,0,100
2020-05-17T07:05:17.724Z,contrapeso_1000.H,0,181,3000,7872996,154,9,1,6916089,0,100
2020-05-17T07:05:18.724Z,contrapeso_1000.H,0,180,3000,7872996,153,10,1,7430573,0,100
2020-05-17T07:05:19.724Z,contrapeso_1000.H,0,179,3000,7872997,152,10,1,7945074,0,100
2020-05-17T07:05:20.724Z,contrapeso_1000.H,0,178,3000,7872996,151,11,1,8459577,0,100
2020-05-17T07:05:21.724Z,contrapeso_1000.H,0,177,3000,7872996,150,12,1,8974063,0,100
2020-05-17T07:05:22.724Z,contrapeso_1000.H,0,176,3000,7872996,149,14,1,9488550,0,100
2020-05-17T07:05:23.724Z,contrapeso_1000.H,0,176,3000,7872996,149,13,1,10003078,0,100
2020-05-17T07:05:24.724Z,contrapeso_1000.H,0,175,3000,7872996,148,15,1,10517563,0,100
2020-05-17T07:05:25.724Z,contrapeso_1000.H,0,174,3000,7872996,147,15,1,11032069,0,100
2020-05-17T07:05:26.724Z,contrapeso_1000.H,0,173,3000,7872996,146,16,1,11546561,0,100
2020-05-17T07:05:27.724Z,contrapeso_1000.H,0,172,3000,7872996,145,17,1,12061072,0,100
2020-05-17T07:05:28.724Z,contrapeso_1000.H,0,172,3000,7872997,145,17,1,12575582,0,100
2020-05-17T07:05:29.724Z,contrapeso_1000.H,0,171,3000,7872996,146,18,1,13090063,0,100
2020-05-17T07:05:30.724Z,contrapeso_1000.H,0,170,3000,7872996,150,18,1,13604579,0,100
2020-05-17T07:05:31.724Z,contrapeso_1000.H,0,169,3000,7872995,155,20,1,14119062,0,100
2020-05-17T07:05:32.724Z,contrapeso_1000.H,0,168,2959,7872996,160,20,1,14633577,0,100
2020-05-17T07:05:33.724Z,contrapeso_1000.H,0,168,2959,7872997,165,17,1,14878926,0,100
2020-05-17T07:05:34.724Z,contrapeso_1000.H,0,168,0,7872997,169,13,1,14878925,0,100
2020-05-17T07:05:35.724Z,contrapeso_1000.H,0,168,0,7872996,168,13,1,14878923,0,100
2020-05-17T07:05:36.724Z,contrapeso_1000.H,0,168,0,7872996,167,13,1,14878922,0,100
2020-05-17T07:05:37.724Z,contrapeso_1000.H,0,168,0,7872995,165,14,1,14878923,0,100
2020-05-17T07:05:38.724Z,contrapeso_1000.H,0,168,0,7872995,164,14,1,14878923,0,100
2020-05-17T07:05:39.724Z,contrapeso_1000.H,0,169,0,7872996,163,14,1,14878923,0,100
2020-05-17T07:05:40.724Z,contrapeso_1000.H,0,169,0,7872996,163,14,1,14878923,0,100
2020-05-17T07:05:41.724Z,contrapeso_1000.H,0,169,0,7872996,163,14,1,14878923,0,100
2020-05-17T07:05:42.724Z,contrapeso_1000.H,0,169,0,7872995,159,14,1,14878923,0,100
2020-05-17T07:05:43.724Z,contrapeso_1000.H,0,169,0,7872995,158,14,1,14878923,0,100
2020-05-17T07:05:44.724Z,contrapeso_1000.H,0,169,0,7872995,157,13,1,14878923,0,100
2020-05-17T07:05:45.724Z,contrapeso.H,0,169,0,7872995,156,13,1,14878923,0,100
2020-05-17T07:05:46.724Z,contrapeso.H,0,169,0,7872995,155,13,1,14878923,0,100
