,Date;Cnc_Program_Name_RT;Cnc_Tool_Number_RT;System_IOLINK_CounterweightPressure;Axis_FeedRate_actual;Axis_Y_positionActualMCS_mm_d10000;System_IOLINK_HydraulicPressure;Axis_Y_power_percent;System_isHydraulicsOn;Axis_Z_positionActualMCS_mm_d10000;Axis_Z_power_percent;Cnc_Override_Axis;Target
615,2020-05-16T12:37:28.185Z;contrapeso.H;0;170;0;7872995;151;11;1;14878923;0;100;0
616,2020-05-16T12:37:29.185Z;contrapeso.H;0;170;0;7872995;150;11;1;14878923;0;100;0
617,2020-05-16T12:37:30.185Z;contrapeso.H;0;170;0;7872995;149;11;1;14878923;0;100;0
618,2020-05-16T12:37:31.185Z;contrapeso.H;0;170;0;7872995;148;11;1;14878923;0;100;0
619,2020-05-16T12:37:32.185Z;contrapeso.H;0;170;0;7872996;147;11;1;14878923;0;100;0
620,2020-05-16T12:37:33.185Z;contrapeso.H;0;170;0;7872995;147;11;1;14878923;0;100;0
621,2020-05-16T12:37:34.185Z;contrapeso.H;0;170;0;7872995;146;11;1;14878923;0;100;0
622,2020-05-16T12:37:35.185Z;contrapeso.H;0;170;0;7872996;145;11;1;14878923;0;100;0
623,2020-05-16T12:37:36.185Z;contrapeso.H;0;170;0;7872995;146;11;1;14878923;0;100;0
624,2020-05-16T12:37:37.185Z;contrapeso.H;0;170;0;7872995;150;11;1;14878923;0;100;0
625,2020-05-16T12:37:38.185Z;contrapeso.H;0;170;0;7872996;155;11;1;14878923;0;100;0
626,2020-05-16T12:37:39.185Z;contrapeso.H;0;170;0;7872995;159;11;1;14878923;0;100;0
627,2020-05-16T12:37:40.185Z;contrapeso.H;0;170;0;7872995;164;11;1;14878923;0;100;0
628,2020-05-16T12:37:41.185Z;contrapeso.H;0;170;0;7872995;169;11;1;14878923;0;100;0
629,2020-05-16T12:37:42.185Z;contrapeso.H;0;170;0;7872995;168;11;1;14878923;0;100;0
630,2020-05-16T12:37:43.185Z;contrapeso.H;0;170;0;7872995;166;11;1;14878923;0;100;0
631,2020-05-16T12:37:44.185Z;contrapeso.H;0;170;0;7872995;165;11;1;14878923;0;100;0
632,2020-05-16T12:37:45.185Z;contrapeso.H;0;170;0;7872995;164;11;1;14878923;0;100;0
633,2020-05-16T12:37:46.185Z;contrapeso.H;0;170;0;7872996;162;10;1;14878923;0;100;0
634,2020-05-16T12:37:47.185Z;contrapeso.H;0;170;0;7872996;161;10;1;14878923;0;100;0
635,2020-05-16T12:37:48.185Z;contrapeso.H;0;170;0;7872995;160;11;1;14878923;0;100;0
636,2020-05-16T12:37:49.185Z;contrapeso.H;0;170;0;7872995;159;11;1;14878923;0;100;0
637,2020-05-16T12:37:50.185Z;contrapeso.H;0;170;0;7872995;158;10;1;14878923;0;100;0
638,2020-05-16T12:37:51.185Z;contrapeso.H;0;170;0;7872995;157;10;1;14878923;0;100;0
639,2020-05-16T12:37:52.185Z;contrapeso.H;0;170;0;7872995;157;10;1;14878923;0;100;0
640,2020-05-16T12:37:53.185Z;contrapeso.H;0;170;0;7872995;155;10;1;14878923;0;100;0
641,2020-05-16T12:37:54.185Z;contrapeso.H;0;170;0;7872996;154;10;1;14878923;0;100;0
642,2020-05-16T12:37:55.185Z;contrapeso.H;0;170;0;7872995;153;10;1;14878923;0;100;0
643,2020-05-16T12:37:56.185Z;contrapeso.H;0;170;0;7872995;152;11;1;14878923;0;100;0
644,2020-05-16T12:37:57.185Z;contrapeso.H;0;170;0;7872995;151;11;1;14878923;0;100;0
645,2020-05-16T12:37:58.185Z;contrapeso.H;0;170;0;7872996;150;10;1;14878923;0;100;0
646,2020-05-16T12:37:59.185Z;contrapeso.H;0;170;0;7872995;149;10;1;14878923;0;100;0
647,2020-05-16T12:38:00.185Z;contrapeso.H;0;170;0;7872996;148;10;1;14878923;0;100;0
648,2020-05-16T12:38:01.185Z;contrapeso.H;0;170;0;7872995;147;10;1;14878923;0;100;0
649,2020-05-16T12:38:02.185Z;contrapeso.H;0;170;0;7872995;146;10;1;14878923;0;100;0
650,2020-05-16T12:38:03.185Z;contrapeso.H;0;170;0;7872995;145;10;1;14878923;0;100;0
651,2020-05-16T12:38:04.185Z;contrapeso.H;0;170;0;7872995;145;11;1;14878923;0;100;0
652,2020-05-16T12:38:05.185Z;contrapeso.H;0;170;0;7872996;146;11;1;14878923;0;100;0
653,2020-05-16T12:38:06.185Z;contrapeso.H;0;170;0;7872996;150;11;1;14878923;0;100;0
654,2020-05-16T12:38:07.185Z;contrapeso.H;0;170;0;7872995;155;10;1;14878923;0;100;0
655,2020-05-16T12:38:08.185Z;contrapeso.H;0;170;0;7872995;159;10;1;14878923;0;100;0
656,2020-05-16T12:38:09.185Z;contrapeso.H;0;170;0;7872996;164;10;1;14878923;0;100;0
657,2020-05-16T12:38:10.185Z;contrapeso.H;0;170;0;7872995;169;10;1;14878923;0;100;0
658,2020-05-16T12:38:11.185Z;contrapeso.H;0;170;0;7872995;168;10;1;14878923;0;100;0
659,2020-05-16T12:38:12.185Z;contrapeso.H;0;170;0;7872995;167;10;1;14878923;0;100;0
660,2020-05-16T12:38:13.185Z;contrapeso.H;0;170;0;7872995;165;10;1;14878923;0;100;0
661,2020-05-16T12:38:14.185Z;contrapeso.H;0;170;0;7872996;164;10;1;14878923;0;100;0
662,2020-05-16T12:38:15.185Z;contrapeso.H;0;170;0;7872995;162;10;1;14878923;0;100;0
663,2020-05-16T12:38:16.185Z;contrapeso.H;0;170;0;7872995;161;10;1;14878923;0;100;0
664,2020-05-16T12:38:17.185Z;contrapeso.H;0;170;0;7872995;160;10;1;14878923;0;100;0
665,2020-05-16T12:38:18.185Z;contrapeso.H;0;170;0;7872995;159;10;1;14878923;0;100;0
666,2020-05-16T12:38:19.185Z;contrapeso.H;0;170;0;7872995;158;10;1;14878923;0;100;0
667,2020-05-16T12:38:20.185Z;contrapeso.H;0;170;0;7872996;157;10;1;14878923;0;100;0
668,2020-05-16T12:38:21.185Z;contrapeso.H;0;170;0;7872995;155;10;1;14878923;0;100;0
669,2020-05-16T12:38:22.185Z;contrapeso.H;0;170;0;7872995;154;10;1;14878923;0;100;0
670,2020-05-16T12:38:23.185Z;contrapeso.H;0;170;0;7872995;153;10;1;14878923;0;100;0
671,2020-05-16T12:38:24.185Z;contrapeso.H;0;170;0;7872996;152;10;1;14878923;0;100;0
672,2020-05-16T12:38:25.185Z;contrapeso.H;0;170;0;7872995;151;10;1;14878923;0;100;0
673,2020-05-16T12:38:26.185Z;contrapeso.H;0;170;0;7872995;150;10;1;14878923;0;100;0
674,2020-05-16T12:38:27.185Z;contrapeso.H;0;170;0;7872995;149;10;1;14878923;0;100;0
675,2020-05-16T12:38:28.185Z;contrapeso.H;0;170;0;7872995;148;10;1;14878923;0;100;0
676,2020-05-16T12:38:29.185Z;contrapeso.H;0;170;0;7872995;147;10;1;14878923;0;100;0
677,2020-05-16T12:38:30.185Z;contrapeso.H;0;170;0;7872996;147;10;1;14878923;0;100;0
678,2020-05-16T12:38:31.185Z;contrapeso.H;0;170;0;7872995;146;10;1;14878923;0;100;0
679,2020-05-16T12:38:32.185Z;contrapeso.H;0;170;0;7872995;145;10;1;14878923;0;100;0
680,2020-05-16T12:38:33.185Z;contrapeso.H;0;170;0;7872995;146;10;1;14878923;0;100;0
681,2020-05-16T12:38:34.185Z;contrapeso.H;0;170;0;7872996;150;10;1;14878923;0;100;0
682,2020-05-16T12:38:35.185Z;contrapeso.H;0;170;0;7872995;155;10;1;14878923;0;100;0
683,2020-05-16T12:38:36.185Z;contrapeso.H;0;170;0;7872995;159;10;1;14878923;0;100;0
684,2020-05-16T12:38:37.185Z;contrapeso.H;0;170;0;7872996;164;10;1;14878923;0;100;0
685,2020-05-16T12:38:38.185Z;contrapeso.H;0;170;0;7872995;169;10;1;14878923;0;100;0
686,2020-05-16T12:38:39.185Z;contrapeso.H;0;170;0;7872995;168;10;1;14878923;0;100;0
687,2020-05-16T12:38:40.185Z;contrapeso.H;0;170;0;7872996;166;10;1;14878923;0;100;0
688,2020-05-16T12:38:41.185Z;contrapeso.H;0;170;0;7872995;165;10;1;14878923;0;100;0
689,2020-05-16T12:38:42.185Z;contrapeso.H;0;170;0;7872995;164;10;1;14878923;0;100;0
690,2020-05-16T12:38:43.185Z;contrapeso.H;0;170;0;7872995;162;10;1;14878923;0;100;0
691,2020-05-16T12:38:44.185Z;contrapeso.H;0;170;0;7872995;161;10;1;14878923;0;100;0
692,2020-05-16T12:38:45.185Z;contrapeso.H;0;170;0;7872995;160;10;1;14878923;0;100;0
693,2020-05-16T12:38:46.185Z;contrapeso.H;0;170;0;7872995;159;10;1;14878923;0;100;0
694,2020-05-16T12:38:47.185Z;contrapeso.H;0;170;0;7872995;158;10;1;14878923;0;100;0
695,2020-05-16T12:38:48.185Z;contrapeso.H;0;170;0;7872996;156;10;1;14878923;0;100;0
696,2020-05-16T12:38:49.185Z;contrapeso.H;0;170;0;7872995;155;10;1;14878923;0;100;0
697,2020-05-16T12:38:50.185Z;contrapeso.H;0;170;0;7872996;154;10;1;14878923;0;100;0
698,2020-05-16T12:38:51.185Z;contrapeso.H;0;170;0;7872996;154;10;1;14878923;0;100;0
699,2020-05-16T12:38:52.185Z;contrapeso.H;0;170;0;7872995;153;10;1;14878923;0;100;0
700,2020-05-16T12:38:53.185Z;contrapeso.H;0;170;0;7872995;152;10;1;14878923;0;100;0
701,2020-05-16T12:38:54.185Z;contrapeso.H;0;170;0;7872995;151;10;1;14878923;0;100;0
702,2020-05-16T12:38:55.185Z;contrapeso.H;0;170;0;7872995;150;10;1;14878923;0;100;0
703,2020-05-16T12:38:56.185Z;contrapeso.H;0;170;0;7872996;149;10;1;14878923;0;100;0
704,2020-05-16T12:38:57.185Z;contrapeso.H;0;170;0;7872995;148;10;1;14878923;0;100;0
705,2020-05-16T12:38:58.185Z;contrapeso.H;0;170;0;7872996;147;10;1;14878923;0;100;0
706,2020-05-16T12:38:59.185Z;contrapeso.H;0;170;0;7872995;146;10;1;14878923;0;100;0
707,2020-05-16T12:39:00.185Z;contrapeso.H;0;170;0;7872995;145;10;1;14878923;0;100;0
708,2020-05-16T12:39:01.185Z;contrapeso.H;0;170;0;7872995;146;10;1;14878923;0;100;0
709,2020-05-16T12:39:02.185Z;contrapeso.H;0;170;0;7872996;150;10;1;14878923;0;100;0
710,2020-05-16T12:39:03.185Z;contrapeso.H;0;170;0;7872995;150;10;1;14878923;0;100;0
711,2020-05-16T12:39:04.185Z;contrapeso.H;0;170;0;7872995;155;10;1;14878923;0;100;0
712,2020-05-16T12:39:05.185Z;contrapeso.H;0;170;0;7872995;159;10;1;14878923;0;100;0
713,2020-05-16T12:39:06.185Z;contrapeso.H;0;170;0;7872996;164;10;1;14878923;0;100;0
714,2020-05-16T12:39:07.185Z;contrapeso.H;0;170;0;7872995;169;10;1;14878923;0;100;0
715,2020-05-16T12:39:08.185Z;contrapeso.H;0;170;0;7872995;168;10;1;14878923;0;100;0
716,2020-05-16T12:39:09.185Z;contrapeso.H;0;170;0;7872995;166;10;1;14878923;0;100;0
717,2020-05-16T12:39:10.185Z;contrapeso.H;0;170;0;7872995;165;10;1;14878923;0;100;0
718,2020-05-16T12:39:11.185Z;contrapeso.H;0;170;0;7872995;164;10;1;14878923;0;100;0
719,2020-05-16T12:39:12.185Z;contrapeso.H;0;170;0;7872995;162;10;1;14878923;0;100;0
720,2020-05-16T12:39:13.185Z;contrapeso.H;0;170;0;7872995;161;10;1;14878923;0;100;0
721,2020-05-16T12:39:14.185Z;contrapeso.H;0;170;0;7872996;160;10;1;14878923;0;100;0
722,2020-05-16T12:39:15.185Z;contrapeso.H;0;170;0;7872995;159;10;1;14878923;0;100;0
723,2020-05-16T12:39:16.185Z;contrapeso.H;0;170;0;7872995;158;10;1;14878923;0;100;0
724,2020-05-16T12:39:17.185Z;contrapeso.H;0;170;0;7872995;157;10;1;14878923;0;100;0
725,2020-05-16T12:39:18.185Z;contrapeso.H;0;170;0;7872995;155;10;1;14878923;0;100;0
726,2020-05-16T12:39:19.185Z;contrapeso.H;0;170;0;7872996;154;10;1;14878923;0;100;0
727,2020-05-16T12:39:20.185Z;contrapeso.H;0;170;0;7872995;153;10;1;14878923;0;100;0
728,2020-05-16T12:39:21.185Z;contrapeso.H;0;170;0;7872995;152;10;1;14878923;0;100;0
729,2020-05-16T12:39:22.185Z;contrapeso.H;0;170;0;7872995;151;10;1;14878923;0;100;0
730,2020-05-16T12:39:23.185Z;contrapeso.H;0;170;0;7872995;150;10;1;14878923;0;100;0
731,2020-05-16T12:39:24.185Z;contrapeso.H;0;170;0;7872996;149;10;1;14878923;0;100;0
732,2020-05-16T12:39:25.185Z;contrapeso.H;0;170;0;7872995;148;10;1;14878923;0;100;0
733,2020-05-16T12:39:26.185Z;contrapeso.H;0;170;0;7872995;147;10;1;14878923;0;100;0
734,2020-05-16T12:39:27.185Z;contrapeso.H;0;170;0;7872996;146;10;1;14878923;0;100;0
735,2020-05-16T12:39:28.185Z;contrapeso.H;0;170;0;7872995;146;10;1;14878923;0;100;0
736,2020-05-16T12:39:29.185Z;contrapeso.H;0;171;0;7872995;145;10;1;14878923;0;100;0
737,2020-05-16T12:39:30.185Z;contrapeso.H;0;170;0;7872995;146;10;1;14878923;0;100;0
738,2020-05-16T12:39:31.185Z;contrapeso.H;0;170;0;7872995;150;10;1;14878923;0;100;0
739,2020-05-16T12:39:32.185Z;contrapeso.H;0;170;0;7872995;155;10;1;14878923;0;100;0
740,2020-05-16T12:39:33.185Z;contrapeso.H;0;170;0;7872996;159;10;1;14878923;0;100;0
741,2020-05-16T12:39:34.185Z;contrapeso.H;0;171;0;7872995;164;10;1;14878923;0;100;0
742,2020-05-16T12:39:35.185Z;contrapeso.H;0;170;0;7872996;169;10;1;14878923;0;100;0
743,2020-05-16T12:39:36.185Z;contrapeso.H;0;170;0;7872995;168;10;1;14878923;0;100;0
744,2020-05-16T12:39:37.185Z;contrapeso.H;0;171;0;7872995;166;10;1;14878923;0;100;0
745,2020-05-16T12:39:38.185Z;contrapeso.H;0;170;0;7872995;165;10;1;14878923;0;100;0
746,2020-05-16T12:39:39.185Z;contrapeso.H;0;171;0;7872995;164;10;1;14878923;0;100;0
747,2020-05-16T12:39:40.185Z;contrapeso.H;0;171;0;7872995;162;10;1;14878923;0;100;0
748,2020-05-16T12:39:41.185Z;contrapeso.H;0;171;0;7872995;161;10;1;14878923;0;100;0
749,2020-05-16T12:39:42.185Z;contrapeso.H;0;171;0;7872996;160;10;1;14878923;0;100;0
750,2020-05-16T12:39:43.185Z;contrapeso.H;0;171;0;7872995;159;10;1;14878923;0;100;0
751,2020-05-16T12:39:44.185Z;contrapeso.H;0;171;0;7872995;158;10;1;14878923;0;100;0
752,2020-05-16T12:39:45.185Z;contrapeso.H;0;171;0;7872995;156;10;1;14878923;0;100;0
753,2020-05-16T12:39:46.185Z;contrapeso.H;0;171;0;7872995;155;10;1;14878923;0;100;0
754,2020-05-16T12:39:47.185Z;contrapeso.H;0;171;0;7872995;154;10;1;14878923;0;100;0
755,2020-05-16T12:39:48.185Z;contrapeso.H;0;171;0;7872996;153;10;1;14878923;0;100;0
756,2020-05-16T12:39:49.185Z;contrapeso.H;0;171;0;7872995;152;10;1;14878923;0;100;0
757,2020-05-16T12:39:50.185Z;contrapeso.H;0;171;0;7872995;151;10;1;14878923;0;100;0
758,2020-05-16T12:39:51.185Z;contrapeso.H;0;171;0;7872996;151;10;1;14878923;0;100;0
759,2020-05-16T12:39:52.185Z;contrapeso.H;0;171;0;7872995;150;10;1;14878923;0;100;0
760,2020-05-16T12:39:53.185Z;contrapeso.H;0;171;0;7872995;149;10;1;14878923;0;100;0
761,2020-05-16T12:39:54.185Z;contrapeso.H;0;171;0;7872996;148;10;1;14878923;0;100;0
762,2020-05-16T12:39:55.185Z;contrapeso.H;0;171;0;7872995;147;10;1;14878923;0;100;0
763,2020-05-16T12:39:56.185Z;contrapeso.H;0;171;0;7872995;146;10;1;14878923;0;100;0
764,2020-05-16T12:39:57.185Z;contrapeso.H;0;171;0;7872995;145;10;1;14878923;0;100;0
765,2020-05-16T12:39:58.185Z;contrapeso.H;0;171;0;7872996;146;10;1;14878923;0;100;0
766,2020-05-16T12:39:59.185Z;contrapeso.H;0;171;0;7872995;150;10;1;14878923;0;100;0
767,2020-05-16T12:40:00.185Z;contrapeso.H;0;171;0;7872995;155;10;1;14878923;0;100;0
768,2020-05-16T12:40:01.185Z;contrapeso.H;0;171;0;7872996;159;10;1;14878923;0;100;0
769,2020-05-16T12:40:02.185Z;contrapeso.H;0;171;0;7872995;164;10;1;14878923;0;100;0
770,2020-05-16T12:40:03.185Z;contrapeso.H;0;171;0;7872995;169;10;1;14878923;0;100;0
771,2020-05-16T12:40:04.185Z;contrapeso.H;0;171;0;7872996;169;10;1;14878923;0;100;0
772,2020-05-16T12:40:05.185Z;contrapeso.H;0;171;0;7872995;168;10;1;14878923;0;100;0
773,2020-05-16T12:40:06.185Z;contrapeso.H;0;171;0;7872995;166;10;1;14878923;0;100;0
774,2020-05-16T12:40:07.185Z;contrapeso.H;0;171;0;7872995;165;10;1;14878923;0;100;0
775,2020-05-16T12:40:08.185Z;contrapeso.H;0;171;0;7872996;164;10;1;14878923;0;100;0
776,2020-05-16T12:40:09.185Z;contrapeso.H;0;171;0;7872995;162;10;1;14878923;0;100;0
777,2020-05-16T12:40:10.185Z;contrapeso.H;0;171;0;7872995;161;10;1;14878923;0;100;0
778,2020-05-16T12:40:11.185Z;contrapeso.H;0;171;0;7872995;160;10;1;14878923;0;100;0
779,2020-05-16T12:40:12.185Z;contrapeso.H;0;171;0;7872995;159;10;1;14878923;0;100;0
780,2020-05-16T12:40:13.185Z;contrapeso.H;0;171;0;7872995;158;10;1;14878923;0;100;0
781,2020-05-16T12:40:14.185Z;contrapeso.H;0;171;0;7872996;157;10;1;14878923;0;100;0
782,2020-05-16T12:40:15.185Z;contrapeso.H;0;171;0;7872995;155;10;1;14878923;0;100;0
783,2020-05-16T12:40:16.185Z;contrapeso.H;0;171;0;7872995;154;10;1;14878923;0;100;0
784,2020-05-16T12:40:17.185Z;contrapeso.H;0;171;0;7872995;153;10;1;14878923;0;100;0
785,2020-05-16T12:40:18.185Z;contrapeso.H;0;171;0;7872995;152;10;1;14878923;0;100;0
786,2020-05-16T12:40:19.185Z;contrapeso.H;0;171;0;7872995;151;10;1;14878923;0;100;0
787,2020-05-16T12:40:20.185Z;contrapeso.H;0;171;0;7872995;150;10;1;14878923;0;100;0
788,2020-05-16T12:40:21.203Z;contrapeso.H;0;171;0;7872996;149;10;1;14878923;0;100;0
789,2020-05-16T12:40:22.203Z;contrapeso.H;0;171;0;7872995;148;10;1;14878923;0;100;0
790,2020-05-16T12:40:23.203Z;contrapeso.H;0;171;0;7872995;147;10;1;14878923;0;100;0
791,2020-05-16T12:40:24.204Z;contrapeso.H;0;171;0;7872995;146;10;1;14878923;0;100;0
792,2020-05-16T12:40:25.204Z;contrapeso.H;0;171;0;7872995;146;10;1;14878923;0;100;0
793,2020-05-16T12:40:26.204Z;contrapeso.H;0;171;0;7872995;145;10;1;14878923;0;100;0
794,2020-05-16T12:40:27.203Z;contrapeso.H;0;171;0;7872995;146;10;1;14878923;0;100;0
795,2020-05-16T12:40:28.204Z;contrapeso.H;0;171;0;7872995;150;10;1;14878923;0;100;0
796,2020-05-16T12:40:29.203Z;contrapeso.H;0;171;0;7872995;155;10;1;14878923;0;100;0
797,2020-05-16T12:40:30.203Z;contrapeso.H;0;171;0;7872995;159;10;1;14878923;0;100;0
798,2020-05-16T12:40:31.204Z;contrapeso.H;0;171;0;7872995;164;10;1;14878923;0;100;0
799,2020-05-16T12:40:32.203Z;contrapeso.H;0;171;0;7872996;169;10;1;14878923;0;100;0
800,2020-05-16T12:40:33.203Z;contrapeso.H;0;171;0;7872995;168;10;1;14878923;0;100;0
801,2020-05-16T12:40:34.204Z;contrapeso.H;0;171;0;7872995;166;10;1;14878923;0;100;0
802,2020-05-16T12:40:35.204Z;contrapeso.H;0;171;0;7872995;165;10;1;14878923;0;100;0
803,2020-05-16T12:40:36.203Z;contrapeso.H;0;171;0;7872995;164;10;1;14878923;0;100;0
804,2020-05-16T12:40:37.203Z;contrapeso.H;0;171;0;7872995;162;10;1;14878923;0;100;0
805,2020-05-16T12:40:38.204Z;contrapeso.H;0;171;0;7872996;161;10;1;14878923;0;100;0
806,2020-05-16T12:40:39.203Z;contrapeso.H;0;171;0;7872995;160;10;1;14878923;0;100;0
807,2020-05-16T12:40:40.204Z;contrapeso.H;0;171;0;7872995;159;10;1;14878923;0;100;0
808,2020-05-16T12:40:41.203Z;contrapeso.H;0;171;0;7872995;158;10;1;14878923;0;100;0
809,2020-05-16T12:40:42.204Z;contrapeso.H;0;171;0;7872995;157;10;1;14878923;0;100;0
810,2020-05-16T12:40:43.203Z;contrapeso.H;0;171;0;7872996;155;10;1;14878923;0;100;0
811,2020-05-16T12:40:44.204Z;contrapeso.H;0;171;0;7872995;154;10;1;14878923;0;100;0
812,2020-05-16T12:40:45.203Z;contrapeso.H;0;171;0;7872995;153;10;1;14878923;0;100;0
813,2020-05-16T12:40:46.203Z;contrapeso.H;0;171;0;7872995;152;10;1;14878923;0;100;0
814,2020-05-16T12:40:47.204Z;contrapeso.H;0;171;0;7872996;151;10;1;14878923;0;100;0
815,2020-05-16T12:40:48.203Z;contrapeso.H;0;171;0;7872995;150;10;1;14878923;0;100;0
816,2020-05-16T12:40:49.203Z;contrapeso.H;0;171;0;7872995;149;10;1;14878923;0;100;0
817,2020-05-16T12:40:50.203Z;contrapeso.H;0;171;0;7872996;148;10;1;14878923;0;100;0
818,2020-05-16T12:40:51.203Z;contrapeso.H;0;171;0;7872995;148;10;1;14878923;0;100;0
819,2020-05-16T12:40:52.204Z;contrapeso.H;0;171;0;7872995;147;10;1;14878923;0;100;0
820,2020-05-16T12:40:53.203Z;contrapeso.H;0;171;0;7872995;146;10;1;14878923;0;100;0
821,2020-05-16T12:40:54.204Z;contrapeso.H;0;171;0;7872996;145;10;1;14878923;0;100;0
822,2020-05-16T12:40:55.204Z;contrapeso.H;0;171;0;7872995;146;10;1;14878923;0;100;0
823,2020-05-16T12:40:56.203Z;contrapeso.H;0;171;0;7872996;150;10;1;14878922;0;100;0
824,2020-05-16T12:40:57.204Z;contrapeso.H;0;171;0;7872995;155;11;1;14878923;0;100;0
825,2020-05-16T12:40:58.203Z;contrapeso.H;0;171;0;7872995;159;11;1;14878923;0;100;0
826,2020-05-16T12:40:59.204Z;contrapeso.H;0;171;0;7872995;164;11;1;14878923;0;100;0
827,2020-05-16T12:41:00.203Z;contrapeso.H;0;171;0;7872995;169;11;1;14878923;0;100;0
828,2020-05-16T12:41:01.203Z;contrapeso.H;0;171;0;7872996;168;11;1;14878923;0;100;0
829,2020-05-16T12:41:02.203Z;contrapeso.H;0;171;0;7872995;167;11;1;14878923;0;100;0
830,2020-05-16T12:41:03.205Z;contrapeso.H;0;171;0;7872995;165;11;1;14878923;0;100;0
831,2020-05-16T12:41:04.204Z;contrapeso.H;0;171;0;7872996;165;11;1;14878923;0;100;0
832,2020-05-16T12:41:05.203Z;contrapeso.H;0;171;0;7872995;164;10;1;14878923;0;100;0
833,2020-05-16T12:41:06.203Z;contrapeso.H;0;171;0;7872995;162;10;1;14878923;0;100;0
834,2020-05-16T12:41:07.204Z;contrapeso.H;0;171;0;7872995;161;10;1;14878923;0;100;0
835,2020-05-16T12:41:08.204Z;contrapeso.H;0;171;0;7872995;160;10;1;14878923;0;100;0
836,2020-05-16T12:41:09.203Z;contrapeso.H;0;171;0;7872996;159;10;1;14878923;0;100;0
837,2020-05-16T12:41:10.203Z;contrapeso.H;0;171;0;7872995;158;10;1;14878923;0;100;0
838,2020-05-16T12:41:11.203Z;contrapeso.H;0;171;0;7872995;157;10;1;14878923;0;100;0
839,2020-05-16T12:41:12.204Z;contrapeso.H;0;171;0;7872995;155;10;1;14878923;0;100;0
840,2020-05-16T12:41:13.203Z;contrapeso.H;0;171;0;7872996;154;10;1;14878923;0;100;0
841,2020-05-16T12:41:14.204Z;contrapeso.H;0;171;0;7872995;153;10;1;14878923;0;100;0
842,2020-05-16T12:41:15.203Z;contrapeso.H;0;171;0;7872995;152;10;1;14878923;0;100;0
843,2020-05-16T12:41:16.203Z;contrapeso.H;0;172;6;7872996;151;14;1;14878929;0;100;0
844,2020-05-16T12:41:17.203Z;contrapeso.H;0;176;14382;7872990;150;10;1;12841493;0;100;0
845,2020-05-16T12:41:18.203Z;contrapeso.H;0;180;14382;7872992;149;13;1;10375023;0;100;0
846,2020-05-16T12:41:19.203Z;contrapeso.H;0;180;14382;7872993;148;17;1;7908483;0;100;0
847,2020-05-16T12:41:20.203Z;contrapeso.H;0;184;14382;7872994;147;20;1;5441978;0;100;0
848,2020-05-16T12:41:21.203Z;contrapeso.H;0;189;14310;7872991;146;14;1;3379045;0;100;0
849,2020-05-16T12:41:22.204Z;contrapeso.H;0;191;0;7872996;146;13;1;3378920;0;100;0
850,2020-05-16T12:41:23.204Z;contrapeso.H;0;190;14382;7872999;145;9;1;5164614;0;100;0
851,2020-05-16T12:41:24.204Z;contrapeso.H;0;185;14382;7872997;146;12;1;7631162;0;100;0
852,2020-05-16T12:41:25.203Z;contrapeso.H;0;181;14382;7872997;150;16;1;10097705;0;100;0
853,2020-05-16T12:41:26.204Z;contrapeso.H;0;177;14382;7872997;155;20;1;12564166;0;100;0
854,2020-05-16T12:41:27.203Z;contrapeso.H;0;172;14310;7872996;159;36;1;14864715;0;100;0
855,2020-05-16T12:41:28.204Z;contrapeso.H;0;170;0;7872995;164;14;1;14878925;0;100;0
856,2020-05-16T12:41:29.204Z;contrapeso.H;0;171;14382;7872992;169;9;1;13445565;0;100;0
857,2020-05-16T12:41:30.204Z;contrapeso.H;0;174;14382;7872991;168;12;1;10979079;0;100;0
858,2020-05-16T12:41:31.204Z;contrapeso.H;0;179;14382;7872992;166;14;1;8512528;0;100;0
859,2020-05-16T12:41:32.204Z;contrapeso.H;0;183;14382;7872994;165;18;1;6045965;0;100;0
860,2020-05-16T12:41:33.204Z;contrapeso.H;0;187;14310;7872993;164;10;1;3586356;0;100;0
861,2020-05-16T12:41:34.204Z;contrapeso.H;0;190;0;7872993;162;15;1;3378919;0;100;0
862,2020-05-16T12:41:35.204Z;contrapeso.H;0;189;14382;7872996;161;15;1;3378919;0;100;0
863,2020-05-16T12:41:36.203Z;contrapeso.H;0;185;14382;7872998;160;9;1;4560569;0;100;0
864,2020-05-16T12:41:37.204Z;contrapeso.H;0;180;14382;7872998;159;12;1;7027120;0;100;0
865,2020-05-16T12:41:38.203Z;contrapeso.H;0;176;14382;7872996;158;15;1;9493626;0;100;0
866,2020-05-16T12:41:39.203Z;contrapeso.H;0;172;14382;7872998;157;19;1;11960149;0;100;0
867,2020-05-16T12:41:40.203Z;contrapeso.H;0;170;14310;7872997;155;23;1;14426685;0;100;0
868,2020-05-16T12:41:41.204Z;contrapeso.H;0;170;0;7872997;154;16;1;14878925;0;100;0
869,2020-05-16T12:41:42.203Z;contrapeso.H;0;170;0;7872995;153;12;1;14878924;0;100;0
870,2020-05-16T12:41:43.203Z;contrapeso.H;0;170;0;7872995;152;12;1;14878923;0;100;0
871,2020-05-16T12:41:44.203Z;contrapeso.H;0;170;0;7872995;151;12;1;14878923;0;100;0
872,2020-05-16T12:41:45.204Z;contrapeso.H;0;170;0;7872995;150;12;1;14878923;0;100;0
873,2020-05-16T12:41:46.203Z;contrapeso.H;0;170;0;7872995;149;12;1;14878923;0;100;0
874,2020-05-16T12:41:47.203Z;contrapeso.H;0;170;0;7872995;149;12;1;14878923;0;100;0
