Date,Cnc_Program_Name_RT,Cnc_Tool_Number_RT,System_IOLINK_CounterweightPressure,Axis_FeedRate_actual,Axis_Y_positionActualMCS_mm_d10000,System_IOLINK_HydraulicPressure,Axis_Y_power_percent,System_isHydraulicsOn,Axis_Z_positionActualMCS_mm_d10000,Axis_Z_power_percent,Cnc_Override_Axis;;
2020-05-17T07:50:48.852Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,150,11,1,14878923,0,100;;
2020-05-17T07:50:49.852Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,155,11,1,14878923,0,100;;
2020-05-17T07:50:50.852Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,160,10,1,14878923,0,100;;
2020-05-17T07:50:51.852Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,165,10,1,14878923,0,100;;
2020-05-17T07:50:52.852Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872996,169,11,1,14878923,0,100;;
2020-05-17T07:50:53.852Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,168,11,1,14878923,0,100;;
2020-05-17T07:50:54.852Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872996,167,11,1,14878923,0,100;;
2020-05-17T07:50:55.852Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872996,165,11,1,14878923,0,100;;
2020-05-17T07:50:56.852Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,164,11,1,14878923,0,100;;
2020-05-17T07:50:57.852Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,163,11,1,14878923,0,100;;
2020-05-17T07:50:58.852Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,162,10,1,14878923,0,100;;
2020-05-17T07:50:59.852Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,160,10,1,14878923,0,100;;
2020-05-17T07:51:00.852Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,159,10,1,14878923,0,100;;
2020-05-17T07:51:01.852Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872996,158,10,1,14878923,0,100;;
2020-05-17T07:51:02.852Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,157,10,1,14878923,0,100;;
2020-05-17T07:51:03.852Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,156,10,1,14878923,0,100;;
2020-05-17T07:51:04.852Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,155,10,1,14878923,0,100;;
2020-05-17T07:51:05.852Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872996,155,10,1,14878923,0,100;;
2020-05-17T07:51:06.852Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872996,154,10,1,14878923,0,100;;
2020-05-17T07:51:07.852Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,153,10,1,14878923,0,100;;
2020-05-17T07:51:08.852Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,152,10,1,14878923,0,100;;
2020-05-17T07:51:09.852Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,151,10,1,14878923,0,100;;
2020-05-17T07:51:10.852Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,150,10,1,14878923,0,100;;
2020-05-17T07:51:11.852Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,149,10,1,14878923,0,100;;
2020-05-17T07:51:12.852Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,148,10,1,14878923,0,100;;
2020-05-17T07:51:13.852Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,147,11,1,14878923,0,100;;
2020-05-17T07:51:14.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,146,11,1,14878923,0,100;;
2020-05-17T07:51:15.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,146,10,1,14878923,0,100;;
2020-05-17T07:51:16.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,145,10,1,14878923,0,100;;
2020-05-17T07:51:17.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,146,10,1,14878923,0,100;;
2020-05-17T07:51:18.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,150,10,1,14878923,0,100;;
2020-05-17T07:51:19.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872996,155,10,1,14878923,0,100;;
2020-05-17T07:51:20.870Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,160,10,1,14878923,0,100;;
2020-05-17T07:51:21.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,165,10,1,14878923,0,100;;
2020-05-17T07:51:22.870Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,169,10,1,14878923,0,100;;
2020-05-17T07:51:23.870Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,168,10,1,14878923,0,100;;
2020-05-17T07:51:24.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,167,11,1,14878923,0,100;;
2020-05-17T07:51:25.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,165,11,1,14878923,0,100;;
2020-05-17T07:51:26.870Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,164,11,1,14878923,0,100;;
2020-05-17T07:51:27.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,163,10,1,14878923,0,100;;
2020-05-17T07:51:28.870Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,162,10,1,14878923,0,100;;
2020-05-17T07:51:29.870Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872996,160,10,1,14878923,0,100;;
2020-05-17T07:51:30.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,159,10,1,14878923,0,100;;
2020-05-17T07:51:31.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,158,10,1,14878923,0,100;;
2020-05-17T07:51:32.870Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,157,10,1,14878923,0,100;;
2020-05-17T07:51:33.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,156,10,1,14878923,0,100;;
2020-05-17T07:51:34.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872996,155,10,1,14878923,0,100;;
2020-05-17T07:51:35.870Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,154,10,1,14878923,0,100;;
2020-05-17T07:51:36.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872996,153,10,1,14878923,0,100;;
2020-05-17T07:51:37.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,152,10,1,14878923,0,100;;
2020-05-17T07:51:38.870Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,151,10,1,14878923,0,100;;
2020-05-17T07:51:39.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,151,10,1,14878923,0,100;;
2020-05-17T07:51:40.870Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872996,150,10,1,14878923,0,100;;
2020-05-17T07:51:41.870Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,149,10,1,14878923,0,100;;
2020-05-17T07:51:42.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,148,10,1,14878923,0,100;;
2020-05-17T07:51:43.870Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872996,147,10,1,14878923,0,100;;
2020-05-17T07:51:44.870Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,146,10,1,14878923,0,100;;
2020-05-17T07:51:45.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,146,10,1,14878923,0,100;;
2020-05-17T07:51:46.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,145,10,1,14878923,0,100;;
2020-05-17T07:51:47.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,146,10,1,14878923,0,100;;
2020-05-17T07:51:48.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872996,150,10,1,14878923,0,100;;
2020-05-17T07:51:49.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,155,10,1,14878923,0,100;;
2020-05-17T07:51:50.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,160,10,1,14878923,0,100;;
2020-05-17T07:51:51.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,165,10,1,14878923,0,100;;
2020-05-17T07:51:52.870Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,169,10,1,14878923,0,100;;
2020-05-17T07:51:53.870Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,168,10,1,14878923,0,100;;
2020-05-17T07:51:54.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,167,10,1,14878923,0,100;;
